City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
153,prenzlau,53.3167,13.8666,7.410000000000025,87,15,6.41,DE,1697416187
154,nago,26.5915,127.9773,26.189999999999998,51,2,4.76,JP,1697416187
155,akcakale,36.7083,38.9487,18.010000000000048,65,25,6.12,TR,1697416188
156,madisonville,37.328,-87.4987,11.79000000000002,69,100,2.68,US,1697416189
157,vorgashor,67.5812,63.7837,-0.9899999999999523,98,100,6.29,RU,1697416189
158,maragogi,-9.0118,-35.2225,24.52000000000004,79,57,5.1,BR,1697416190
159,zouerate,22.7374,-12.4729,28.74000000000001,20,75,3.36,MR,1697416190
160,samana,19.2055,-69.3362,27.52000000000004,80,72,3.02,DO,1697416191
161,luderitz,-26.65,15.1573,14.710000000000036,80,0,1.05,NA,1697416192
162,arcachon,44.6614,-1.1656,12.270000000000039,66,0,3.09,FR,1697416009
163,isle of arran,55.5774,-5.2521,4.28000000000003,72,100,1.94,GB,1697416193
164,rudsar,37.1382,50.2928,16.0,78,33,2.59,IR,1697416194
165,bengkulu,-3.7923,102.2624,24.02000000000004,87,77,1.07,ID,1697416194
166,kone,-21.0608,164.8619,27.680000000000007,60,90,3.63,NC,1697416195
167,san patricio,27.9695,-97.7732,24.360000000000014,32,0,4.42,US,1697416196
168,colonia,50.9384,6.96,6.650000000000034,90,0,0.51,DE,1697416197
169,broome,-17.9567,122.224,30.939999999999998,22,0,6.69,AU,1697416197
170,udachny,66.4118,112.2517,-5.669999999999959,92,100,4.02,RU,1697416198
171,thunder bay,48.4064,-89.2598,9.060000000000002,71,100,3.6,CA,1697416115
172,guerrero negro,27.971,-114.0364,24.640000000000043,53,0,5.92,MX,1697416199
173,miyanoura,33.6467,130.2286,22.970000000000027,53,33,4.36,JP,1697416200
174,kavaratti,10.5672,72.6395,27.5,71,78,1.54,IN,1697416201
175,geroskipou,34.7612,32.4527,17.58000000000004,100,75,3.09,CY,1697416201
176,kamyzyak,46.1205,48.0816,13.890000000000043,79,0,3.0,RU,1697416202
177,beau vallon,-20.4298,57.7118,21.33000000000004,88,20,2.57,MU,1697416203
178,cedral,-20.9028,-49.27,27.77000000000004,69,0,1.03,BR,1697416204
179,cidreira,-30.1657,-50.2183,18.379999999999995,87,95,10.07,BR,1697416205
180,ilhabela,-23.8166,-45.3687,21.55000000000001,94,87,4.47,BR,1697416206
181,marsabit,2.3381,37.9916,18.99000000000001,83,98,5.85,KE,1697416206
182,cabo san lucas,22.8939,-109.9201,31.340000000000032,74,0,5.14,MX,1697416195
183,valenca,44.9332,4.8921,10.129999999999995,80,100,3.43,FR,1697416208
184,taoudenni,22.6762,-3.9805,28.710000000000036,18,0,1.87,ML,1697416208
185,la ronge,55.1005,-105.29,12.100000000000023,54,75,5.14,CA,1697416209
186,queenstown,-45.0322,168.661,5.330000000000041,100,100,1.51,NZ,1697416209
187,port mathurin,-19.6808,63.4221,23.960000000000036,81,0,4.78,MU,1697416210
188,essaouira,31.5118,-9.7621,22.75,40,75,1.54,MA,1697416211
189,georgetown,6.8137,-58.1624,27.160000000000025,81,4,3.57,GY,1697416211
190,anqing,30.5276,117.0516,22.010000000000048,49,0,0.66,CN,1697416212
191,hayma',15.4662,44.2266,14.580000000000041,32,5,2.24,YE,1697416213
192,manuel ojinaga,29.5494,-104.4164,26.83000000000004,29,0,5.14,MX,1697416214
193,alenquer,39.0566,-9.0076,21.150000000000034,85,100,1.33,PT,1697416214
194,aflou,34.1125,2.1003,15.960000000000036,38,0,3.2,DZ,1697416215
195,kalmunai,7.4132,81.8269,25.77000000000004,85,31,2.75,LK,1697416216
196,labasa,-16.4333,179.3665,28.600000000000023,59,67,4.77,FJ,1697416216
197,ha giang,22.8265,104.9846,24.170000000000016,75,99,0.58,VN,1697416217
198,kavieng,-2.5735,150.7952,29.120000000000005,67,100,2.32,PG,1697416217
199,jalai nur,49.4577,117.7123,5.680000000000007,46,18,3.61,CN,1697416218
200,vernon,49.0918,1.4887,6.75,66,100,3.28,FR,1697416219
201,labrador city,52.9423,-66.9177,2.9500000000000455,93,100,7.72,CA,1697416219
202,vilyuchinsk,52.9318,158.4054,10.170000000000016,96,100,3.27,RU,1697416220
203,mount isa,-20.729,139.4932,29.920000000000016,16,0,8.23,AU,1697416221
204,puerto aysen,-45.4068,-72.6977,6.5400000000000205,100,100,1.53,CL,1697416221
205,icheon-si,37.2809,127.4429,14.680000000000007,39,0,2.11,KR,1697416222
206,al mijlad,11.0333,27.7333,26.460000000000036,63,100,5.31,SD,1697416223
207,albertina,-20.6616,-43.784,20.700000000000045,82,67,2.06,BR,1697416223
208,cockburn town,21.4608,-71.14,29.210000000000036,63,51,0.26,TC,1697416224
209,kudymkar,59.0146,54.6641,11.060000000000002,95,100,3.95,RU,1697416225
210,tan-tan,28.4376,-11.0987,21.370000000000005,81,43,2.69,MA,1697416225
211,ushuaia,-54.8061,-68.3185,4.830000000000041,65,40,11.18,AR,1697416226
212,nova sintra,14.8711,-24.6956,24.83000000000004,71,91,4.95,CV,1697416227
213,invercargill,-46.4129,168.348,10.210000000000036,73,100,4.69,NZ,1697416112
214,dunedin,-45.8741,170.5036,15.600000000000023,37,100,2.51,NZ,1697416228
215,la mira,18.035,-102.3266,27.260000000000048,87,100,0.38,MX,1697416229
216,hermanus,-34.4175,19.2361,16.660000000000025,85,100,5.41,ZA,1697416230
217,nanao,37.0521,136.9465,22.189999999999998,57,49,2.31,JP,1697416230
218,bredasdorp,-34.5331,20.0428,15.220000000000027,97,62,2.66,ZA,1697416231
219,ribeira brava,32.6701,-17.065,28.07000000000005,65,100,0.94,PT,1697416232
220,amga,60.8942,131.98,-7.199999999999989,70,12,0.89,RU,1697416232
221,vadso,70.2267,29.7828,2.990000000000009,93,100,8.23,NO,1697416233
222,north bend,47.4958,-121.7849,16.430000000000007,90,100,2.24,US,1697416233
223,novodvinsk,64.4192,40.7938,3.7700000000000387,78,100,5.6,RU,1697416234
224,jacmel,18.2353,-72.5375,29.010000000000048,86,31,0.95,HT,1697416235
225,phan rang-thap cham,11.577,108.9865,25.24000000000001,92,100,1.28,VN,1697416236
226,mournies,35.0271,25.5659,19.210000000000036,70,7,1.56,GR,1697416236
227,pangoa,-12.3619,-72.8876,22.460000000000036,91,75,1.34,PE,1697416237
228,codrington,51.5082,-2.3937,5.3799999999999955,83,100,1.83,GB,1697416237
229,lompoc,34.639,-120.458,26.680000000000007,77,0,5.81,US,1697416226
230,ciudad lazaro cardenas,20.4622,-97.6991,21.660000000000025,91,100,2.58,MX,1697416239
231,kailua-kona,19.6419,-155.9969,29.170000000000016,77,40,4.63,US,1697416239
232,nelson bay,-32.7218,152.1441,27.720000000000027,34,2,3.13,AU,1697416240
